JB,BA,TH,BA,MAKE,,
JB,DR,BA,TURNOVER,,,
JB,JC,NO PLAY,,,,
JB,TH,DR,BA,JB,FT,
TH,JB,TH,JC,BA,TH,MAKE
JB,MAKE,,,,,
JB,DR,MAKE,,,,
JB,TH,NO PLAY,,,,
JB,JC,MISS,,,,
JB,BA,TURNOVER,,,,
JB,DR,MISS,,,,
JB,JC,DR,JB,JC,MISS,
JB,TH,MISS,,,,
JB,JC,MAKE,,,,
TH,JB,NO PLAY,,,,
JC,KN,AI,JB,DR,MISS,
JB,DR,AI,KN,JB,FT,
JB,KN,MAKE,,,,
JB,KN,JC,JB,MAKE,,
JB,KN,MISS,,,,
JB,MISS,,,,,
JB,AI,TURNOVER,,,,
JB,DR,MAKE,,,,
AI,BA,TH,MISS,,,
